item_id	i_category	r_complement	r_substitute
2105	25	[2631, 10368, 425, 2132, 2534, 2335, 1968, 4094, 6323, 2370, 1231, 1785, 1626, 3340, 1249, 307, 4099, 3562, 4675, 1158, 2108, 2897, 1367, 3266, 1434, 2473, 1230, 442, 626, 6308, 4297, 5897, 2701, 1909, 6839, 4218, 2502, 2255, 2642, 3134, 2580, 7439, 2625, 7283, 2912, 3481, 2028, 2025, 1114, 1115, 6578, 3649, 1898, 3374, 2337, 1135, 1937, 4008, 3375, 388, 1483, 2150, 1879, 2259, 491, 2417, 8129, 3482, 6322, 8843, 2334, 5821, 1773, 4644, 2106, 3024, 4949, 1243, 5296, 2937, 1671, 3384, 177, 1214, 2658, 5820, 2913, 81, 2154]	[]
2110	46	[980, 8986, 979, 1018, 4185, 4840, 5391]	[]
2111	28	[7754, 4505, 4083, 2329, 2660, 3013, 1504, 600, 7084, 1758, 7845, 9432, 5627, 4470, 4004, 5351, 6961, 3658, 2420, 882, 5580, 4469, 4379, 1757, 8448, 1265, 8669, 2234, 1076, 5250, 4265, 6971, 4266, 5015, 8817, 3539, 4572, 2275, 4034, 4846, 3224, 9321, 3716, 5997, 7127]	[]
2112	27	[3206, 2167]	[]
2116	0	[2259, 2132, 4981, 2633, 482, 3643, 2553, 2258, 2866, 2025, 1535, 843, 54, 3703, 2370, 1902, 1137, 100, 980, 1179, 1249, 1135, 1294, 2758, 1770, 308, 1976, 1483]	[]
2114	70	[1073, 1881, 7098, 187, 3316, 2984, 1342, 3018, 1246, 2138, 617, 5439, 2393, 2072, 2600, 10387, 2027, 10302, 6256, 3521, 2526, 2528, 2401, 8117, 3767, 6370, 5925, 1687, 2344, 9057, 2232, 7539, 2212, 1960]	[]
2113	0	[8021, 3415, 85, 4790, 3735, 4843, 5322, 2856, 979, 2822, 8410, 1524, 3038, 1771, 3791, 3406, 2427, 4868, 5173, 6436, 2553, 7352, 842, 4721, 1672, 6138, 1712, 3076, 59, 843, 6838, 54, 58, 3703, 4036, 1925, 2762, 3754, 485, 2338, 5409, 980, 4840, 2386, 1295, 2062, 1438, 2934, 5317, 3048, 3723, 1479, 35, 2438, 2555, 3617]	[]
2115	46	[1307, 2538, 1372, 2762, 980, 960, 1931, 2438, 3991, 2788, 6138, 4840, 856, 1613]	[]
2117	46	[1471, 1170, 2711, 2754, 2100, 3802, 458, 2163, 5768, 1924, 125, 10126, 979, 1975, 8203, 3846, 2602, 10019, 6232, 10583, 3221, 7648, 102, 1386, 5367, 10574, 3953, 2772, 3222, 3946, 1672, 1751, 3015, 6138, 10635, 1469, 1897, 3945, 6342, 1003, 5296, 3572, 980, 10283, 959, 3639, 5987, 676, 2130, 3220, 3479, 4674, 3236, 2164, 1893, 4673, 2537, 1742, 2680, 3776, 3669, 3014, 6661, 1468, 10600, 4498, 1966, 587, 10665, 2593, 4840, 3654, 3931, 5795]	[]
2119	0	[]	[]
2118	28	[2195, 5027, 3607, 5490, 5159, 1690, 2453, 4792, 5246, 3176, 1545, 4996, 156, 10082]	[]
2120	46	[]	[3135]
2121	28	[]	[6448, 3394, 5685, 2453, 3354, 4987]
2122	28	[]	[2516, 7913, 1991, 9117, 6905, 9087]
2125	0	[1791, 3186, 2428, 6998, 7569, 1449, 2808, 1589, 8097, 3693, 2554, 4362, 5925, 1585, 3332, 2018, 3769, 4366]	[]
2124	0	[1392, 3737, 1407, 3399, 3206, 1786, 1587, 1904, 2472, 3718, 7151, 2471, 7983, 7526, 1408, 3464, 1393, 3185, 2503, 4362, 2252, 6631, 1804, 2343, 3332, 5505, 273, 7022, 2280, 8, 1725, 3474, 1790, 2552, 1394, 2227, 8586, 2432]	[]
2123	70	[1227, 3376, 2079, 5397, 5324, 92, 5335, 2214, 5925, 1888, 6571, 1215]	[]
2126	0	[1613, 4333, 2788, 7779]	[]
2127	45	[4175, 678, 2534, 4432, 38, 461, 5367, 3968, 251, 3015, 4282, 4434, 59, 787, 2254, 3340, 2130, 5392, 1222, 113, 2918, 371, 458, 5768, 11, 102, 3222, 58, 54, 8705, 947, 3307, 9747, 23, 35, 8290, 8021, 1371, 907, 76, 484, 952, 37, 6284, 3946, 1672, 2076, 1227, 7637, 5987, 202, 229, 2680, 4229, 2535, 1966, 587, 582, 10126, 2100, 1471, 3802, 369, 125, 3768, 3846, 6232, 3221, 298, 785, 486, 959, 980, 177, 3776, 1240, 4807, 3853, 686, 468, 4840, 5534]	[]
2128	0	[]	[]
2129	70	[1286, 1172, 3468, 1710, 1746, 2203, 1291, 1342, 1682, 2932, 2097, 3274, 2393, 2212, 2600, 7263, 2027, 2769, 4765, 2571, 3394, 3592, 2572, 3080, 2547, 9669, 2518, 3167, 2295, 2486, 3016, 1366, 1861, 1144, 2069, 590, 5925, 1666, 2599, 3211]	[]
2132	0	[2631, 429, 1297, 2633, 3383, 4016, 1535, 604, 2370, 1231, 2899, 1785, 1179, 3494, 2094, 1249, 307, 4698, 1976, 3562, 1139, 2108, 1367, 672, 2520, 1230, 3493, 2955, 4297, 2701, 308, 1220, 1909, 2061, 2502, 2255, 4093, 1288, 2315, 1951, 1598, 2912, 2028, 2025, 1952, 3649, 4042, 2337, 428, 1135, 1304, 2900, 1937, 1483, 2259, 1879, 2629, 431, 4981, 4300, 4281, 1261, 91, 2866, 2106, 3024, 2663, 1137, 2937, 4628, 1152, 1294, 2775, 1283, 2331, 426, 2913, 2580, 2154]	[]
2131	0	[2921, 2493, 5498, 5426, 85, 3804, 2578, 3299, 8994, 1576, 3399, 2253, 1662, 3206, 3636, 1786, 1409, 1407, 7023, 3907, 5089, 1261, 1904, 2805, 5497, 4580, 4176, 3381, 2531, 3910, 2520, 5132, 2261, 2057, 1408, 2519, 1393, 5851, 1902, 2473, 2762, 2803, 2503, 6878, 1486, 828, 2252, 6631, 2337, 8360, 3271, 1804, 3688, 3297, 2215, 2381, 5505, 7022, 5494, 8, 1938, 2206, 2251, 2013, 1725, 6593, 3273, 8123, 2552, 2494, 1395, 2061, 3718, 4922]	[]
2130	46	[4175, 678, 3500, 1723, 3237, 5367, 3953, 2772, 251, 3015, 4282, 787, 1003, 2641, 2934, 1769, 5392, 1893, 3921, 1222, 2179, 1775, 7601, 458, 5768, 2269, 102, 3222, 3720, 1296, 2813, 2338, 3782, 2895, 1438, 2825, 5796, 1798, 8021, 1998, 1170, 3690, 4912, 3946, 2539, 1672, 6138, 6342, 1227, 3697, 2853, 2298, 5987, 3205, 1229, 3236, 2680, 3296, 1966, 8501, 582, 1256, 3931, 2100, 1471, 2127, 3802, 5322, 979, 2178, 3221, 298, 3057, 1652, 980, 959, 3776, 2356, 1240, 2643, 2438, 4807, 3853, 7637, 4840, 3215]	[]
2133	70	[3869, 1881, 3216, 8097, 3693, 10081, 1521, 1935, 2560, 1520, 2086, 4339, 1343, 2960, 2247, 2601, 1585, 3459, 2600, 2384, 3458, 2807, 2557, 3080, 3132, 4242, 3896, 3167, 2753, 2407, 329, 2999, 3289, 1861, 2328, 5444, 1868, 1445, 8895, 2038, 2732, 3142, 3767, 5925, 1687, 1929, 1852, 598, 1342, 3258]	[]
2134	0	[4175, 7851, 2335, 1975, 2804, 1786, 2056, 10583, 6704, 1628, 3953, 3015, 669, 3300, 2931, 2254, 3340, 2343, 6304, 1826, 9369, 2921, 5025, 458, 2578, 1396, 3402, 9741, 2473, 2803, 2503, 4297, 2208, 8362, 6596, 5715, 8713, 10639, 1882, 2207, 5308, 9528, 2228, 2805, 2723, 1397, 3697, 10477, 6385, 3346, 2740, 6692, 2721, 587, 1395, 2593, 2100, 2150, 2888, 1407, 1662, 3846, 577, 5597, 2531, 10033, 3451, 7490, 1406, 6014, 959, 1721, 5137, 8285, 9269, 5505, 9347, 2251, 2078, 2013, 2626, 10006, 2227, 10584]	[]
2135	25	[]	[1137, 2167, 2170, 2866, 1519]
2137	46	[852, 2180, 3500, 1723, 1228, 2157, 5322, 979, 1729, 2822, 8410, 1246, 1492, 1005, 2171, 2113, 2269, 1962, 890, 1199, 1672, 2601, 6138, 1712, 347, 2756, 2860, 3185, 1191, 3720, 1860, 2762, 1925, 2813, 6519, 1338, 1823, 980, 4840, 2895, 2386, 1295, 1229, 1518, 1255, 2934, 3102, 5317, 5392, 4185, 3236, 1355, 3260, 3776, 7287, 3921, 1042, 2481, 3723, 2977, 2179, 5788, 1394, 2643, 2438, 2160, 1798, 3454]	[]
2136	46	[4175, 678, 6882, 6103, 3250, 1663, 5367, 2772, 251, 3015, 6562, 787, 2863, 1003, 3340, 2130, 3220, 1893, 5815, 1222, 2197, 2282, 3654, 1489, 458, 5768, 11, 2523, 102, 838, 3222, 4397, 1296, 3782, 6308, 3479, 2825, 2607, 5871, 3377, 1170, 2754, 2443, 2664, 3946, 1514, 1897, 3017, 3944, 3639, 4673, 2537, 1742, 2680, 3669, 370, 1468, 3282, 1966, 582, 3293, 3931, 2100, 5795, 1471, 585, 2711, 2127, 2163, 1924, 125, 1562, 3846, 6232, 3880, 3221, 298, 3057, 1341, 1751, 2923, 1469, 3689, 3572, 959, 980, 1780, 6013, 3776, 74, 3678, 686, 4840, 3014]	[]
2140	46	[1471, 3983, 1723, 3193, 3198, 5322, 979, 2822, 1524, 1010, 560, 2601, 1134, 977, 3185, 1925, 980, 3232, 4116, 5317, 1355, 3296, 3948, 1449, 2739, 3723, 5488, 2438, 1240, 4840, 47, 4006, 1923]	[]
2141	46	[4175, 3500, 3635, 1663, 1386, 2772, 2720, 1003, 2749, 3070, 2934, 1867, 2266, 2246, 1901, 1893, 3203, 2943, 2282, 3287, 5768, 2529, 3059, 2368, 3610, 1953, 3222, 2565, 2319, 2169, 2751, 854, 2638, 1296, 3891, 3826, 2895, 2181, 1254, 1375, 1058, 3270, 1798, 2180, 2642, 1667, 3193, 934, 3290, 2575, 3725, 1397, 1672, 6138, 1514, 1670, 6342, 2637, 2853, 2484, 4242, 812, 2537, 2680, 3296, 3810, 2535, 2172, 2033, 2896, 2160, 1256, 2035, 1611, 1471, 2888, 2144, 938, 2768, 979, 2320, 5204, 1241, 2287, 2367, 980, 3225, 1926, 1731, 3260, 1144, 1240, 2643, 4840, 3215]	[]
2144	46	[2324, 1471, 2029, 3315, 2522, 3983, 3500, 1198, 5322, 979, 8410, 2059, 3187, 2523, 2549, 2368, 2698, 3362, 2539, 2601, 6138, 6838, 2287, 3359, 3425, 2367, 3720, 980, 2637, 1926, 1488, 4242, 3047, 2749, 1375, 3070, 1229, 3398, 2597, 2266, 3296, 3203, 2141, 2665, 2438, 1159, 2282, 2172, 4840, 1256, 2773, 5788]	[]
2138	70	[1881, 678, 3065, 2305, 3018, 1935, 6426, 1754, 1386, 1900, 251, 1905, 1356, 2387, 3340, 2068, 2295, 6357, 5925, 2344, 1342, 2732, 3259, 2527, 1750, 3316, 1521, 3204, 9296, 2169, 2464, 2317, 2600, 2557, 1553, 2976, 2032, 2114, 2770, 3896, 7887, 2369, 2141, 1445, 3767, 6496, 2212, 2533, 3302, 3693, 2228, 1460, 2761, 2932, 2097, 1856, 2779, 3080, 10034, 202, 2999, 2680, 4229, 3142, 2316, 3062, 9669, 2582, 2388, 3216, 2214, 2628, 2283, 1407, 3067, 2086, 3060, 2960, 1178, 3489, 2027, 2161, 2635, 3132, 2806, 1346, 1363, 3016, 1820, 2401, 1687, 1960, 1617]	[]
2146	0	[8021, 4880, 3717, 2781, 5322, 979, 2822, 1005, 2269, 2974, 6138, 1191, 2762, 980, 2338, 2145, 2491, 2820, 5317, 3007, 3723, 876, 2438, 1159, 1339, 7472, 4840]	[]
2139	70	[1360, 2328, 1354, 3280, 2808, 4314, 1995, 1159, 5925, 2086, 2651]	[3280, 1617, 2492, 3661, 2979, 4313, 2801, 2974, 1191, 3199, 4314, 2146, 1995, 2651, 3593, 1159, 5925, 3252, 3188]
2145	0	[5322, 8410, 5043, 3406, 1708, 6838, 3185, 1191, 1925, 2146, 3340, 4520, 1229, 1518, 5317, 5392, 2929, 3723, 1159, 4840, 2884, 1923]	[]
2147	46	[980, 2438, 2895, 979, 2855, 1229, 1648, 4840, 5317]	[]
2143	46	[1686, 2026, 3267, 2720, 1672, 914, 1996, 2895, 4364, 3232, 1954, 1800, 2246, 3296, 1783, 2943, 2341, 2438, 4840]	[]
2142	46	[1682, 2324, 983, 1739, 974, 2813, 2573, 3033, 3398, 1834, 2521]	[]
2148	0	[1286, 8021, 4880, 1315, 5322, 2856, 979, 1524, 3791, 2269, 5173, 1828, 6436, 3222, 2553, 7352, 1598, 1672, 6138, 1712, 843, 2402, 2762, 980, 5409, 2338, 2826, 2062, 1438, 2644, 3048, 3416, 2654, 1479, 1619, 2896, 4840]	[]
2149	0	[2152]	[]
2152	0	[2668, 2361, 98, 1001, 2903, 2669, 3233, 474, 1047, 1098, 99, 2376, 2149]	[]
2153	28	[1401, 3022, 3440, 1799, 769, 4245, 5187]	[]
2150	0	[2255, 3562, 1139, 1879, 2259, 3531, 2132, 3134, 2417, 4142, 4981, 5600, 8129, 1968, 4094, 1261, 2108, 3122, 1367, 3266, 2969, 1674, 2258, 2912, 3481, 2028, 2866, 2025, 2106, 3530, 3024, 1114, 1115, 2663, 1137, 1231, 2502, 4884, 3892, 2937, 1230, 3493, 2257, 6170, 1785, 1140, 1671, 3494, 6990, 1214, 6308, 2337, 4297, 2262, 1249, 4628, 3344, 1135, 5897, 5273, 437, 1909, 2658, 2061, 4890, 2913, 2580, 1483, 2154]	[]
2151	28	[4666, 4443, 1431, 9266, 2366, 1644, 1982]	[]
2154	24	[425, 4547, 2335, 429, 2804, 4094, 1786, 2056, 1904, 604, 3300, 1785, 1826, 307, 1162, 7022, 8, 8123, 1139, 1158, 1396, 1367, 1762, 2969, 1393, 1200, 2473, 2803, 1230, 2503, 3493, 4297, 2208, 674, 1909, 2061, 2502, 2255, 2970, 2580, 1582, 2253, 2228, 3206, 1409, 2805, 3381, 1598, 2912, 1114, 1408, 1115, 5625, 2252, 2337, 1135, 1937, 2593, 388, 1483, 2150, 1879, 2259, 2417, 3399, 1662, 1261, 2531, 1883, 3451, 1137, 1406, 1214, 2078, 2013, 2626, 603, 81]	[]
2155	28	[]	[7156, 4959, 4600, 7623, 5822, 3350, 9463, 5976, 8839, 6865, 6872, 9060, 9330, 1610, 9331, 9465, 3161, 5510, 5439, 1213, 9042, 3588, 2674, 1692, 7603, 4792, 2591, 3998, 3569, 3555, 4088, 1848, 2987, 7607, 7539, 6875, 9061, 4131]
2156	27	[9753, 1470, 1406, 47, 1229, 1408, 2804, 4789, 976, 1826, 2502]	[]
2157	0	[2918, 8021, 4880, 2116, 13, 2534, 5322, 979, 1524, 1771, 482, 3643, 3222, 5763, 842, 2471, 1672, 1712, 843, 59, 54, 58, 2261, 3703, 2131, 100, 2762, 485, 980, 2503, 10351, 5987, 3340, 1295, 1438, 811, 1225, 7563, 1330, 1725, 1479, 35, 2438, 10074, 1619, 2555, 2896, 4840]	[]
2159	27	[2403, 2921, 2888, 2207, 2578, 3529, 2804, 2228, 2576, 3206, 1409, 3399, 7023, 1407, 1662, 1396, 1904, 1495, 2805, 5597, 1628, 4944, 2723, 2024, 1397, 2073, 2579, 1634, 2829, 1408, 3192, 3464, 1573, 1393, 1821, 3300, 2592, 2803, 2030, 2503, 1740, 2173, 2931, 2254, 1899, 2748, 1871, 2252, 6631, 3365, 1826, 2208, 7476, 7022, 1162, 8, 1938, 3346, 1955, 2740, 2078, 1725, 2013, 1455, 1394, 2721, 10178, 2593, 2227, 3718, 2154]	[]
2161	70	[2533, 6998, 1451, 2167, 3216, 8097, 1750, 1710, 2283, 3018, 3067, 3055, 2086, 3204, 8917, 1754, 2932, 2138, 1900, 2317, 2393, 5071, 2212, 3366, 1856, 4658, 2779, 2976, 1553, 2032, 2387, 1737, 2770, 2636, 2582, 2068, 1229, 2295, 6304, 5331, 2306, 1345, 2369, 2999, 3016, 2583, 3863, 1820, 2401, 1868, 3767, 5925, 1687, 2316, 1342, 2732, 3259]	[]
2160	46	[4175, 2029, 3500, 2530, 3045, 5367, 2080, 3317, 3398, 2749, 2934, 1867, 2246, 1516, 3203, 2943, 3692, 1169, 5768, 1324, 1246, 2529, 6387, 1953, 1199, 2319, 1712, 3307, 2070, 1191, 2638, 1296, 3891, 6394, 2895, 1375, 5317, 2141, 1058, 3270, 5788, 1286, 2180, 1998, 2642, 1170, 1534, 934, 3577, 3362, 2539, 8196, 2137, 2998, 2853, 2484, 4242, 4364, 1229, 2731, 3255, 3236, 2680, 3296, 2896, 2033, 4535, 1256, 3293, 3056, 2768, 979, 1728, 2059, 5043, 2334, 2287, 2367, 980, 3225, 1926, 3260, 1144, 2739, 1240, 1890, 3215]	[]
2158	70	[1172, 1881, 2436, 1451, 2276, 4293, 3363, 1908, 1900, 2099, 3368, 2418, 3199, 3936, 5079, 1727, 2068, 2753, 3564, 2742, 2741, 2583, 2528, 8633, 5925, 1342, 2732, 2451, 8097, 2941, 1521, 3204, 2169, 2464, 2600, 3458, 2032, 2547, 2636, 1445, 3767, 7323, 2533, 6998, 1752, 1876, 1782, 1358, 1460, 2682, 3031, 8659, 2031, 9559, 5045, 1856, 2571, 3080, 3167, 3633, 1861, 2328, 3521, 2069, 2582, 3258, 4802, 2864, 3391, 2560, 2086, 1343, 2960, 3274, 3489, 2393, 2510, 2027, 2635, 3630, 3132, 2835, 2428, 3928, 2599, 3211, 3152]	[]
2164	46	[4175, 1471, 1170, 9338, 2754, 2100, 6001, 3802, 2163, 5768, 2117, 1924, 1979, 10174, 979, 7771, 8129, 6830, 2602, 9126, 6280, 3846, 10019, 6232, 3880, 10583, 201, 3221, 5367, 3953, 2772, 3946, 6281, 3015, 10020, 3945, 3451, 6342, 6788, 4681, 5296, 4884, 3944, 959, 10283, 3639, 4840, 8855, 10663, 7887, 1229, 2130, 3479, 4674, 4673, 2537, 8107, 1742, 5397, 2680, 6661, 4498, 3678, 4807, 587, 10665, 2593, 9938, 7302, 9930, 10126, 10584, 3931, 5795]	[]
2162	0	[2354, 2237, 5869, 4665, 5739, 4104, 2454, 5246, 2558, 2708]	[]
2163	46	[4175, 7889, 3250, 1975, 10583, 5367, 1386, 3953, 2772, 3015, 10635, 1003, 2863, 8855, 676, 2130, 3220, 1893, 8107, 10665, 3654, 5768, 10574, 3222, 3479, 4674, 2164, 4498, 1170, 2754, 3946, 459, 2221, 1897, 6342, 2298, 3639, 5987, 4673, 2537, 1742, 2680, 3669, 1468, 1966, 587, 2117, 2593, 10126, 3931, 2100, 6661, 5795, 1471, 3802, 1924, 979, 3846, 10019, 6232, 3880, 3221, 7648, 3057, 1751, 2136, 3945, 5296, 3572, 980, 10283, 959, 828, 3776, 10600, 9338, 4840]	[]
2165	28	[2354, 1718, 5351, 5869, 4665, 5739, 6961, 4104, 2454, 5246, 2841, 142, 2686, 2558]	[]
2166	28	[6142, 3497]	[]
2167	70	[1881, 3302, 2112, 3174, 1620, 1935, 3904, 1933, 2168, 2724, 1519, 4652, 2809, 2932, 1900, 5267, 1178, 2169, 6889, 3889, 2161, 8926, 5103, 1651, 8833, 9500, 4417, 1506, 7619, 1480, 5925, 2344, 1687, 2732]	[]
2171	46	[2029, 3500, 1723, 1228, 3153, 8410, 3237, 2168, 3038, 6436, 2601, 2404, 3070, 2934, 1867, 2246, 2588, 3203, 3454, 3751, 2329, 2856, 1771, 1323, 3222, 3076, 54, 58, 2003, 3720, 1191, 3891, 2338, 1338, 2895, 811, 1438, 5317, 1561, 2414, 1339, 1798, 3270, 5788, 8021, 4608, 3983, 4622, 2113, 842, 1672, 2974, 6138, 4299, 3169, 2386, 4242, 2859, 4185, 3236, 4835, 1355, 3296, 1479, 2977, 1159, 1619, 2555, 1312, 5322, 979, 3897, 2822, 2059, 1321, 2756, 3079, 1801, 980, 4618, 1295, 3355, 3260, 2356, 3723, 2643, 2438, 4840, 3215]	[]
2173	27	[3467, 3804, 1694, 1576, 2159, 1786, 2056, 1904, 3361, 2757, 1781, 3170, 1826, 7022, 8, 1994, 1790, 3345, 2339, 2432, 2921, 1392, 3737, 2578, 3529, 1396, 1762, 2073, 1442, 2330, 3464, 1393, 2592, 2803, 2503, 1871, 1478, 3357, 3688, 2208, 1938, 1725, 3718, 2551, 2037, 4608, 2997, 2253, 2228, 3206, 1409, 5089, 3381, 3201, 2723, 1906, 1408, 2849, 1902, 1688, 1443, 2252, 6631, 2381, 3346, 2494, 2008, 1720, 1827, 3399, 1662, 1407, 7023, 4944, 1634, 1406, 1740, 1486, 1804, 3365, 2078, 2013, 3197, 2405, 2227, 4922]	[]
2170	46	[2822, 1519, 8119, 2575, 1912, 2135, 1199, 2103, 8160, 6138, 2016, 2756, 980, 2484, 3205, 23, 3102, 5317, 3236, 3776, 3261, 1966, 3745, 4840, 5788]	[]
2174	28	[5630, 6431, 4627, 7853, 4163, 9751, 9337, 4965, 6728, 3339, 2614, 5760, 6729, 10668, 2449, 1916, 3888, 7939, 8514, 6433, 10151, 5835, 3418, 2905, 9171, 5557, 7681]	[]
2172	46	[64, 2029, 213, 3500, 3237, 2549, 3041, 2749, 3070, 1533, 3921, 3203, 2665, 2943, 2065, 3287, 3654, 1169, 4880, 5104, 3412, 1729, 2529, 1130, 2368, 1199, 1978, 854, 2016, 2070, 2638, 1296, 3891, 1338, 3826, 2895, 1375, 1254, 8608, 2141, 2414, 2587, 373, 5788, 2180, 8021, 2642, 3315, 1667, 2501, 3290, 2698, 3362, 1397, 2539, 6138, 2998, 6342, 2637, 2484, 4242, 3236, 3296, 2535, 3375, 582, 3931, 2035, 3056, 1471, 2768, 979, 5225, 2320, 2390, 2334, 2205, 2622, 1241, 361, 3215, 2367, 486, 980, 3225, 1488, 3260, 2597, 1144, 4403, 3261, 1240, 2300, 4840, 2907, 1901]	[]
2168	70	[2433, 1881, 6998, 2493, 3216, 2883, 1750, 3356, 2527, 2864, 2984, 2383, 3288, 1620, 1326, 2560, 3067, 4622, 2086, 3060, 2171, 1791, 1551, 2809, 1381, 1323, 1343, 2125, 2814, 1178, 2464, 3459, 2600, 5999, 3800, 3071, 2027, 6204, 5649, 2759, 3080, 2808, 2635, 3049, 2173, 5166, 2636, 2482, 4618, 3132, 4150, 3896, 3332, 1363, 1345, 2999, 2428, 7022, 2328, 3258, 2528, 9412, 1445, 1843, 2676, 1480, 3480, 5925, 2714, 2646, 1687, 9202, 243, 1342, 2732, 1617]	[]
2169	70	[1451, 2284, 3411, 3018, 1620, 1754, 2833, 3542, 1905, 4090, 2742, 3131, 6357, 2583, 1868, 5925, 2944, 1342, 8637, 2527, 8097, 1750, 3316, 3055, 3204, 1130, 2464, 2600, 2557, 5102, 2976, 2032, 1817, 2636, 3896, 2006, 2369, 2208, 1572, 3298, 2060, 3767, 3144, 2533, 3302, 3693, 1876, 1933, 1632, 1460, 3290, 2031, 2761, 2932, 2138, 1397, 4105, 1856, 2620, 1345, 2999, 2697, 1861, 3521, 8117, 2540, 1966, 2316, 2232, 582, 2582, 2433, 3216, 3174, 2984, 2214, 2628, 2283, 3060, 2086, 1178, 3489, 2367, 7158, 2635, 1737, 3132, 2806, 1506, 3152, 4403, 3291, 1687, 3211, 1960]	[]
2175	0	[5870, 3980, 5008, 3981, 5824, 2224, 2176, 4815]	[]
2176	0	[2175, 6673, 1059, 1017, 4816, 4899, 6672, 6, 6494, 3484, 1127, 1917, 4883, 5008, 1275, 162, 294, 9140, 5870, 922, 3980, 2715, 4999, 2914, 5824, 1276, 2398, 4815, 4074, 5944, 4284, 3981, 5945, 1815, 5010, 2224]	[]
2177	28	[154, 1210, 6873, 3813, 270, 5490, 189, 5703, 1264, 3128, 8958, 161, 151, 5387, 4840, 1093, 156]	[]
2178	46	[4175, 6376, 3500, 5243, 8410, 3237, 482, 2601, 59, 3674, 2641, 3390, 2746, 2934, 2130, 1867, 2266, 2246, 6664, 3921, 2179, 2691, 4880, 2329, 1771, 2269, 3222, 2319, 1712, 58, 54, 843, 3720, 1296, 3891, 2813, 2895, 1438, 811, 5317, 2414, 35, 1339, 1798, 8021, 2642, 3690, 4912, 4868, 2539, 1672, 6138, 1514, 3703, 1925, 3697, 2853, 3234, 5987, 4242, 1229, 4185, 3236, 3296, 3228, 1619, 2555, 2896, 3972, 1256, 1471, 3198, 5322, 979, 2320, 1962, 2367, 3079, 980, 3225, 1295, 3355, 3260, 1800, 3776, 2356, 1039, 876, 2643, 2438, 4840, 3215]	[]
2179	46	[6376, 3500, 5243, 8410, 3237, 1663, 3038, 482, 59, 3185, 6445, 2641, 1518, 2130, 2246, 1792, 6664, 1516, 3921, 3048, 4904, 2856, 9847, 2269, 1323, 3222, 1199, 2319, 1712, 843, 54, 58, 3891, 2813, 2338, 1338, 2895, 1438, 811, 5317, 2825, 7287, 35, 1339, 1798, 8021, 2642, 7733, 4912, 2113, 2443, 3362, 2539, 1672, 6138, 1925, 3697, 2853, 2484, 3234, 5987, 2386, 2731, 3236, 3296, 3228, 1619, 2555, 2896, 3972, 1471, 85, 5322, 979, 2822, 2320, 2178, 1793, 2756, 2367, 3079, 980, 3225, 4618, 3933, 1295, 3260, 3776, 1039, 2643, 2438, 4840, 3215]	[]
2181	46	[2029, 3500, 1663, 892, 2601, 3208, 2753, 2588, 1516, 2942, 3921, 3203, 1914, 3369, 2773, 2451, 1753, 5644, 1324, 5133, 1686, 2812, 1729, 1095, 1953, 3610, 890, 1199, 2638, 2325, 1296, 3891, 2338, 2813, 2264, 2895, 1375, 3929, 7287, 6709, 2414, 2752, 2301, 3039, 2007, 2110, 2642, 1711, 1018, 3187, 1005, 2698, 3577, 3168, 3362, 6138, 8196, 4036, 1925, 2853, 2484, 4242, 4364, 4185, 3236, 1355, 2033, 1256, 979, 5759, 2822, 2059, 5043, 3371, 2869, 2574, 2367, 3079, 3225, 980, 3029, 3260, 1800, 1144, 3948, 4403, 2739, 3932, 3723, 2643, 2438, 4840, 1878, 3215]	[]
2180	46	[2029, 3500, 1723, 2530, 2509, 3635, 1198, 2652, 1663, 2549, 2601, 6838, 3317, 2641, 3070, 2266, 2246, 1516, 3921, 3203, 3287, 3417, 2324, 1753, 2182, 2368, 1953, 1199, 1712, 854, 2380, 1191, 2638, 3720, 1338, 1375, 811, 7287, 2141, 1581, 3270, 5788, 2007, 2642, 3193, 2501, 2427, 3362, 2539, 6138, 4416, 2853, 2484, 4364, 4185, 1355, 3296, 3228, 2172, 2033, 3293, 2768, 5322, 3768, 979, 2822, 2059, 2320, 5043, 1745, 2178, 2869, 3033, 1680, 1652, 2574, 2756, 2367, 3079, 3225, 980, 1926, 3232, 1800, 3261, 3723, 2438, 4840, 4029, 6137, 3215]	[]
2182	46	[3500, 1723, 2534, 3431, 1663, 2066, 660, 3070, 2266, 1516, 3203, 2943, 1914, 5864, 2546, 891, 113, 2812, 651, 1246, 3610, 1953, 2319, 2469, 854, 3720, 2325, 2338, 2181, 1254, 1438, 5317, 3479, 7287, 3767, 2007, 2180, 1998, 2642, 76, 1711, 1005, 934, 4028, 3946, 2539, 1672, 6138, 8196, 1309, 6342, 6568, 6578, 3944, 2853, 2484, 4242, 4364, 3374, 1229, 812, 3296, 4008, 1256, 2035, 1611, 5678, 2768, 5322, 979, 1728, 2059, 2320, 1745, 2178, 2334, 2287, 3359, 1801, 3225, 980, 9921, 4916, 3260, 1144, 3261, 3665, 1240, 2438, 4840, 4029]	[]
2184	28	[]	[1986, 6259, 5911, 3829, 1207, 2240, 847, 5008, 3461, 2595, 2043, 3748, 2431, 6565, 2430, 3655, 2659, 8207, 1697, 798, 10220, 1271, 1549]
2183	0	[173, 1509, 7563, 1938, 2534, 1025, 2896, 4840]	[]
